reference_area,time_period,observation_value
Uganda,2010,68.61267000000001
Ukraine,2000,285.62606
Ukraine,2001,96.66302
Ukraine,2002,92.5825
Ukraine,2003,93.11273
Ukraine,2004,92.01649
Ukraine,2005,86.92575
Ukraine,2006,263.04584
Ukraine,2007,261.16413
Ukraine,2008,259.24607000000003
Ukraine,2009,256.26269
Ukraine,2010,256.67846
Ukraine,2011,251.92552
Ukraine,2012,255.20492
Ukraine,2013,259.90894000000003
Ukraine,2014,265.71786
United Arab Emirates,1978,26.8682
United Arab Emirates,1980,111.98231000000001
United Arab Emirates,1991,59.19457
United Arab Emirates,1992,61.59422
United Arab Emirates,1993,65.55525
United Arab Emirates,1994,212.69245
United Arab Emirates,1995,223.20933
United Arab Emirates,1997,215.33708000000001
United Arab Emirates,1998,214.83852000000002
United Arab Emirates,1999,226.78998
United Kingdom of Great Britain and Northern Ireland,1975,229.32957
United Kingdom of Great Britain and Northern Ireland,1976,232.12971
United Kingdom of Great Britain and Northern Ireland,1977,230.72578
United Kingdom of Great Britain and Northern Ireland,1978,228.39944
United Kingdom of Great Britain and Northern Ireland,1979,226.60576
United Kingdom of Great Britain and Northern Ireland,1981,230.45141999999998
United Kingdom of Great Britain and Northern Ireland,1982,232.79028999999997
United Kingdom of Great Britain and Northern Ireland,1983,236.50708
United Kingdom of Great Britain and Northern Ireland,1984,236.70686999999998
United Kingdom of Great Britain and Northern Ireland,1986,240.81071
United Kingdom of Great Britain and Northern Ireland,1987,240.30651
United Kingdom of Great Britain and Northern Ireland,1990,235.36266
United Kingdom of Great Britain and Northern Ireland,1991,243.06759
United Kingdom of Great Britain and Northern Ireland,1992,250.98087999999998
United Kingdom of Great Britain and Northern Ireland,1993,276.21632999999997
United Kingdom of Great Britain and Northern Ireland,1994,281.74235
United Kingdom of Great Britain and Northern Ireland,1995,284.51065
United Kingdom of Great Britain and Northern Ireland,1996,281.87094
United Kingdom of Great Britain and Northern Ireland,1997,278.36079
United Kingdom of Great Britain and Northern Ireland,1998,280.59995
United Kingdom of Great Britain and Northern Ireland,1999,284.08787
United Kingdom of Great Britain and Northern Ireland,2000,284.18985
United Kingdom of Great Britain and Northern Ireland,2001,284.96457
United Kingdom of Great Britain and Northern Ireland,2002,286.99307999999996
United Kingdom of Great Britain and Northern Ireland,2003,286.41399
United Kingdom of Great Britain and Northern Ireland,2004,285.01844
United Kingdom of Great Britain and Northern Ireland,2005,286.67656
United Kingdom of Great Britain and Northern Ireland,2006,277.28132
United Kingdom of Great Britain and Northern Ireland,2007,272.86212
United Kingdom of Great Britain and Northern Ireland,2008,276.3293
United Kingdom of Great Britain and Northern Ireland,2009,281.12698
United Kingdom of Great Britain and Northern Ireland,2010,285.72316
United Kingdom of Great Britain and Northern Ireland,2011,276.14869
United Kingdom of Great Britain and Northern Ireland,2012,271.92233
United Kingdom of Great Britain and Northern Ireland,2013,283.01973
United Kingdom of Great Britain and Northern Ireland,2014,294.86159
United States of America,1987,266.02747999999997
United States of America,1993,262.41823999999997
United States of America,1994,265.30915
United States of America,1995,265.33315
United States of America,1996,262.53376000000003
United States of America,1999,87.22757
United States of America,2000,258.35464
United States of America,2001,261.09517
United States of America,2002,256.86424
United States of America,2003,267.52662
United States of America,2004,270.43397
United States of America,2005,269.81573
United States of America,2006,268.91056000000003
United States of America,2007,269.6609
United States of America,2008,270.24275
United States of America,2009,268.13526
United States of America,2010,263.71884
United States of America,2011,265.62125000000003
United States of America,2012,264.43176
United States of America,2013,267.72929
United States of America,2014,271.46438
Uruguay,1984,56.173
Uruguay,2007,202.96026
Uruguay,2008,208.38566
Uruguay,2009,213.97942999999998
Uruguay,2010,216.09526
Uruguay,2013,225.71165000000002
Vanuatu,1989,42.42506
Vanuatu,1991,50.028620000000004
Vanuatu,1999,88.95164
Vanuatu,2000,100.09526
Vanuatu,2001,102.91337999999999
Vanuatu,2002,113.99122
Vanuatu,2003,114.77643
Vanuatu,2004,121.649
Vanuatu,2010,154.84196
Venezuela (Bolivarian Republic of),1999,143.39257
Venezuela (Bolivarian Republic of),2000,151.64726
Venezuela (Bolivarian Republic of),2001,161.17518
Venezuela (Bolivarian Republic of),2002,168.39001
Venezuela (Bolivarian Republic of),2003,173.10548
Venezuela (Bolivarian Republic of),2004,180.07125000000002
Venezuela (Bolivarian Republic of),2005,185.42292
Venezuela (Bolivarian Republic of),2006,195.60484
Venezuela (Bolivarian Republic of),2007,202.21985
Venezuela (Bolivarian Republic of),2008,205.51513999999997
Venezuela (Bolivarian Republic of),2009,210.50898999999998
Venezuela (Bolivarian Republic of),2010,211.38172
Venezuela (Bolivarian Republic of),2011,214.85359
Venezuela (Bolivarian Republic of),2012,220.59945
Venezuela (Bolivarian Republic of),2013,222.17727000000002
Venezuela (Bolivarian Republic of),2014,224.51578999999998
Viet Nam,1977,35.76655
Yemen,1999,96.92994999999999
Yemen,2010,116.92505
Yemen,2012,124.84822
Zimbabwe,1999,119.66726
Zimbabwe,2000,119.88748
Zimbabwe,2001,122.08090999999999
Zimbabwe,2002,116.26804999999999
Zimbabwe,2003,105.12738
Zimbabwe,2012,130.03567
Zimbabwe,2013,132.70999
