Country or Area,Subgroup,Year,Source,Unit,Value,Value Footnotes
Malaysia,Female,2004,UNESCO_UIS Database_Sep2007,Number,405040,
Malaysia,Female,2003,UNESCO_UIS Database_Sep2007,Number,415447,
Malaysia,Female,2002,UNESCO_UIS Database_Sep2007,Number,348239,
Malaysia,Female,2001,UNESCO_UIS Database_Sep2007,Number,302430,
Malaysia,Female,2000,UNESCO_UIS Database_Sep2007,Number,280078,
Malaysia,Female,1999,UNESCO_UIS Database_Sep2007,Number,236628,
Malaysia,Male,2004,UNESCO_UIS Database_Sep2007,Number,326037,
Malaysia,Male,2003,UNESCO_UIS Database_Sep2007,Number,310418,
Malaysia,Male,2002,UNESCO_UIS Database_Sep2007,Number,284070,
Malaysia,Male,2001,UNESCO_UIS Database_Sep2007,Number,254688,
Malaysia,Male,2000,UNESCO_UIS Database_Sep2007,Number,269127,
Malaysia,Male,1999,UNESCO_UIS Database_Sep2007,Number,236729,
Maldives,Female,2004,UNESCO_UIS Database_Sep2007,Number,51,1
Maldives,Female,2003,UNESCO_UIS Database_Sep2007,Number,51,
Maldives,Female,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Maldives,Female,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Maldives,Female,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Maldives,Female,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Maldives,Male,2004,UNESCO_UIS Database_Sep2007,Number,22,
Maldives,Male,2003,UNESCO_UIS Database_Sep2007,Number,22,
Maldives,Male,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Maldives,Male,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Maldives,Male,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Maldives,Male,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Mali,Female,2005,UNESCO_UIS Database_Sep2007,Number,10259,1
Mali,Female,2004,UNESCO_UIS Database_Sep2007,Number,9883,
Mali,Female,2003,UNESCO_UIS Database_Sep2007,Number,8028,1
Mali,Female,2002,UNESCO_UIS Database_Sep2007,Number,7470,
Mali,Female,2001,UNESCO_UIS Database_Sep2007,Number,7214,
Mali,Female,2000,UNESCO_UIS Database_Sep2007,Number,6320,
Mali,Female,1999,UNESCO_UIS Database_Sep2007,Number,5885,
Mali,Male,2005,UNESCO_UIS Database_Sep2007,Number,22350,5
Mali,Male,2004,UNESCO_UIS Database_Sep2007,Number,18695,
Mali,Male,2003,UNESCO_UIS Database_Sep2007,Number,17488,
Mali,Male,2002,UNESCO_UIS Database_Sep2007,Number,15162,
Mali,Male,2001,UNESCO_UIS Database_Sep2007,Number,14647,
Mali,Male,2000,UNESCO_UIS Database_Sep2007,Number,13431,
Mali,Male,1999,UNESCO_UIS Database_Sep2007,Number,12777,
Malta,Female,2005,UNESCO_UIS Database_Sep2007,Number,5319,
Malta,Female,2004,UNESCO_UIS Database_Sep2007,Number,4397,
Malta,Female,2003,UNESCO_UIS Database_Sep2007,Number,5097,
Malta,Female,2002,UNESCO_UIS Database_Sep2007,Number,4131,
Malta,Female,2001,UNESCO_UIS Database_Sep2007,Number,4068,
Malta,Female,2000,UNESCO_UIS Database_Sep2007,Number,3366,
Malta,Female,1999,UNESCO_UIS Database_Sep2007,Number,2969,
Malta,Male,2005,UNESCO_UIS Database_Sep2007,Number,4122,
Malta,Male,2004,UNESCO_UIS Database_Sep2007,Number,3470,
Malta,Male,2003,UNESCO_UIS Database_Sep2007,Number,3849,
Malta,Male,2002,UNESCO_UIS Database_Sep2007,Number,3128,
Malta,Male,2001,UNESCO_UIS Database_Sep2007,Number,3354,
Malta,Male,2000,UNESCO_UIS Database_Sep2007,Number,2949,
Malta,Male,1999,UNESCO_UIS Database_Sep2007,Number,2799,
Marshall Islands,Female,2003,UNESCO_UIS Database_Sep2007,Number,519,1
Marshall Islands,Female,2002,UNESCO_UIS Database_Sep2007,Number,510,
Marshall Islands,Female,2001,UNESCO_UIS Database_Sep2007,Number,501,1
Marshall Islands,Male,2003,UNESCO_UIS Database_Sep2007,Number,400,
Marshall Islands,Male,2002,UNESCO_UIS Database_Sep2007,Number,393,
Marshall Islands,Male,2001,UNESCO_UIS Database_Sep2007,Number,387,
Mauritania,Female,2005,UNESCO_UIS Database_Sep2007,Number,2150,
Mauritania,Female,2004,UNESCO_UIS Database_Sep2007,Number,2200,
Mauritania,Female,2003,UNESCO_UIS Database_Sep2007,Number,1916,2
Mauritania,Female,2002,UNESCO_UIS Database_Sep2007,Number,1737,
Mauritania,Female,2001,UNESCO_UIS Database_Sep2007,Number,1517,
Mauritania,Male,2005,UNESCO_UIS Database_Sep2007,Number,6608,
Mauritania,Male,2004,UNESCO_UIS Database_Sep2007,Number,7092,
Mauritania,Male,2003,UNESCO_UIS Database_Sep2007,Number,7025,3
Mauritania,Male,2002,UNESCO_UIS Database_Sep2007,Number,6436,
Mauritania,Male,2001,UNESCO_UIS Database_Sep2007,Number,7516,
Mauritius,Female,2005,UNESCO_UIS Database_Sep2007,Number,9313,
Mauritius,Female,2004,UNESCO_UIS Database_Sep2007,Number,10245,
Mauritius,Female,2003,UNESCO_UIS Database_Sep2007,Number,9714,
Mauritius,Female,2002,UNESCO_UIS Database_Sep2007,Number,7034,
Mauritius,Female,2001,UNESCO_UIS Database_Sep2007,Number,7098,
Mauritius,Female,2000,UNESCO_UIS Database_Sep2007,Number,3714,
Mauritius,Female,1999,UNESCO_UIS Database_Sep2007,Number,3488,
Mauritius,Male,2005,UNESCO_UIS Database_Sep2007,Number,7539,
Mauritius,Male,2004,UNESCO_UIS Database_Sep2007,Number,7536,
Mauritius,Male,2003,UNESCO_UIS Database_Sep2007,Number,7050,
Mauritius,Male,2002,UNESCO_UIS Database_Sep2007,Number,5568,
Mauritius,Male,2001,UNESCO_UIS Database_Sep2007,Number,5371,
Mauritius,Male,2000,UNESCO_UIS Database_Sep2007,Number,4542,
Mauritius,Male,1999,UNESCO_UIS Database_Sep2007,Number,4071,
Mexico,Female,2005,UNESCO_UIS Database_Sep2007,Number,1198441,
Mexico,Female,2004,UNESCO_UIS Database_Sep2007,Number,1160498,
Mexico,Female,2003,UNESCO_UIS Database_Sep2007,Number,1110494,
Mexico,Female,2002,UNESCO_UIS Database_Sep2007,Number,1059212,
Mexico,Female,2001,UNESCO_UIS Database_Sep2007,Number,1004462,
Mexico,Female,2000,UNESCO_UIS Database_Sep2007,Number,956218,
Mexico,Female,1999,UNESCO_UIS Database_Sep2007,Number,887653,
Mexico,Male,2005,UNESCO_UIS Database_Sep2007,Number,1186417,
Mexico,Male,2004,UNESCO_UIS Database_Sep2007,Number,1162283,
Mexico,Male,2003,UNESCO_UIS Database_Sep2007,Number,1126297,
Mexico,Male,2002,UNESCO_UIS Database_Sep2007,Number,1087863,
Mexico,Male,2001,UNESCO_UIS Database_Sep2007,Number,1043433,
Mexico,Male,2000,UNESCO_UIS Database_Sep2007,Number,1006545,
Mexico,Male,1999,UNESCO_UIS Database_Sep2007,Number,950231,
Monaco,Female,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Female,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Female,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Female,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Female,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Female,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Female,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Male,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Male,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Male,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Male,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Male,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Male,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Monaco,Male,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Mongolia,Female,2005,UNESCO_UIS Database_Sep2007,Number,76049,
Mongolia,Female,2004,UNESCO_UIS Database_Sep2007,Number,67184,
Mongolia,Female,2003,UNESCO_UIS Database_Sep2007,Number,61209,
Mongolia,Female,2002,UNESCO_UIS Database_Sep2007,Number,57096,
Mongolia,Female,2001,UNESCO_UIS Database_Sep2007,Number,53690,
Mongolia,Female,2000,UNESCO_UIS Database_Sep2007,Number,47248,
Mongolia,Female,1999,UNESCO_UIS Database_Sep2007,Number,42380,
Mongolia,Male,2005,UNESCO_UIS Database_Sep2007,Number,47775,
Mongolia,Male,2004,UNESCO_UIS Database_Sep2007,Number,41554,
Mongolia,Male,2003,UNESCO_UIS Database_Sep2007,Number,36822,
Mongolia,Male,2002,UNESCO_UIS Database_Sep2007,Number,33179,
Mongolia,Male,2001,UNESCO_UIS Database_Sep2007,Number,31280,
Mongolia,Male,2000,UNESCO_UIS Database_Sep2007,Number,26777,
Mongolia,Male,1999,UNESCO_UIS Database_Sep2007,Number,22892,
Montserrat,Female,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Female,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Female,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Female,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Female,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Female,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Female,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Male,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Male,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Male,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Male,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Male,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Male,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Montserrat,Male,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Morocco,Female,2005,UNESCO_UIS Database_Sep2007,Number,165556,
Morocco,Female,2004,UNESCO_UIS Database_Sep2007,Number,157047,
Morocco,Female,2003,UNESCO_UIS Database_Sep2007,Number,150686,
Morocco,Female,2002,UNESCO_UIS Database_Sep2007,Number,137927,1
Morocco,Female,2001,UNESCO_UIS Database_Sep2007,Number,135641,
Morocco,Female,2000,UNESCO_UIS Database_Sep2007,Number,116898,
Morocco,Female,1999,UNESCO_UIS Database_Sep2007,Number,114157,
Morocco,Male,2005,UNESCO_UIS Database_Sep2007,Number,201323,
Morocco,Male,2004,UNESCO_UIS Database_Sep2007,Number,186552,
Morocco,Male,2003,UNESCO_UIS Database_Sep2007,Number,185069,
Morocco,Male,2002,UNESCO_UIS Database_Sep2007,Number,177416,
Morocco,Male,2001,UNESCO_UIS Database_Sep2007,Number,174617,
Morocco,Male,2000,UNESCO_UIS Database_Sep2007,Number,159477,
Morocco,Male,1999,UNESCO_UIS Database_Sep2007,Number,159026,
Mozambique,Female,2005,UNESCO_UIS Database_Sep2007,Number,9376,
Mozambique,Female,2004,UNESCO_UIS Database_Sep2007,Number,7026,
Mozambique,Female,2003,UNESCO_UIS Database_Sep2007,Number,5538,
Mozambique,Male,2005,UNESCO_UIS Database_Sep2007,Number,18922,
Mozambique,Male,2004,UNESCO_UIS Database_Sep2007,Number,15230,
Mozambique,Male,2003,UNESCO_UIS Database_Sep2007,Number,11687,
Myanmar,Female,2001,UNESCO_UIS Database_Sep2007,Number,351104,1
Myanmar,Female,1999,UNESCO_UIS Database_Sep2007,Number,205252,1
Myanmar,Male,2001,UNESCO_UIS Database_Sep2007,Number,202352,5
Myanmar,Male,1999,UNESCO_UIS Database_Sep2007,Number,130245,
Namibia,Female,2004,UNESCO_UIS Database_Sep2007,Number,6488,
Namibia,Female,2003,UNESCO_UIS Database_Sep2007,Number,6271,
Namibia,Female,2002,UNESCO_UIS Database_Sep2007,Number,6384,
Namibia,Female,2001,UNESCO_UIS Database_Sep2007,Number,6087,
Namibia,Male,2004,UNESCO_UIS Database_Sep2007,Number,5709,
Namibia,Male,2003,UNESCO_UIS Database_Sep2007,Number,5517,
Namibia,Male,2002,UNESCO_UIS Database_Sep2007,Number,4646,
Namibia,Male,2001,UNESCO_UIS Database_Sep2007,Number,7252,
Nauru,Female,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Female,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Female,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Female,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Female,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Female,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Female,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Male,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Male,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Male,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Male,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Male,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Male,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Nauru,Male,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Nepal,Female,2004,UNESCO_UIS Database_Sep2007,Number,40577,
Nepal,Female,2003,UNESCO_UIS Database_Sep2007,Number,30121,
Nepal,Female,2002,UNESCO_UIS Database_Sep2007,Number,24646,
Nepal,Female,2001,UNESCO_UIS Database_Sep2007,Number,21333,1
Nepal,Female,2000,UNESCO_UIS Database_Sep2007,Number,26001,
Nepal,Male,2004,UNESCO_UIS Database_Sep2007,Number,106546,
Nepal,Male,2003,UNESCO_UIS Database_Sep2007,Number,94696,
Nepal,Male,2002,UNESCO_UIS Database_Sep2007,Number,95024,
Nepal,Male,2001,UNESCO_UIS Database_Sep2007,Number,81957,5
Nepal,Male,2000,UNESCO_UIS Database_Sep2007,Number,68400,
Netherlands,Female,2005,UNESCO_UIS Database_Sep2007,Number,288081,
Netherlands,Female,2004,UNESCO_UIS Database_Sep2007,Number,276553,
Netherlands,Female,2003,UNESCO_UIS Database_Sep2007,Number,268716,
Netherlands,Female,2002,UNESCO_UIS Database_Sep2007,Number,262004,
Netherlands,Female,2001,UNESCO_UIS Database_Sep2007,Number,254539,
Netherlands,Female,2000,UNESCO_UIS Database_Sep2007,Number,243634,
Netherlands,Female,1999,UNESCO_UIS Database_Sep2007,Number,231629,
Netherlands,Male,2005,UNESCO_UIS Database_Sep2007,Number,276902,
Netherlands,Male,2004,UNESCO_UIS Database_Sep2007,Number,266843,
Netherlands,Male,2003,UNESCO_UIS Database_Sep2007,Number,258051,
Netherlands,Male,2002,UNESCO_UIS Database_Sep2007,Number,254765,
Netherlands,Male,2001,UNESCO_UIS Database_Sep2007,Number,249503,
Netherlands,Male,2000,UNESCO_UIS Database_Sep2007,Number,244015,
Netherlands,Male,1999,UNESCO_UIS Database_Sep2007,Number,238256,
Netherlands Antilles,Female,2002,UNESCO_UIS Database_Sep2007,Number,1364,
Netherlands Antilles,Female,2001,UNESCO_UIS Database_Sep2007,Number,1405,
Netherlands Antilles,Female,2000,UNESCO_UIS Database_Sep2007,Number,1422,
Netherlands Antilles,Female,1999,UNESCO_UIS Database_Sep2007,Number,1234,
Netherlands Antilles,Male,2002,UNESCO_UIS Database_Sep2007,Number,921,
Netherlands Antilles,Male,2001,UNESCO_UIS Database_Sep2007,Number,1028,
Netherlands Antilles,Male,2000,UNESCO_UIS Database_Sep2007,Number,1139,
Netherlands Antilles,Male,1999,UNESCO_UIS Database_Sep2007,Number,1086,
New Zealand,Female,2005,UNESCO_UIS Database_Sep2007,Number,140941,
New Zealand,Female,2004,UNESCO_UIS Database_Sep2007,Number,142224,
New Zealand,Female,2003,UNESCO_UIS Database_Sep2007,Number,114480,
New Zealand,Female,2002,UNESCO_UIS Database_Sep2007,Number,108843,
New Zealand,Female,2001,UNESCO_UIS Database_Sep2007,Number,104148,
New Zealand,Female,2000,UNESCO_UIS Database_Sep2007,Number,101084,
New Zealand,Female,1999,UNESCO_UIS Database_Sep2007,Number,98733,
New Zealand,Male,2005,UNESCO_UIS Database_Sep2007,Number,99042,
New Zealand,Male,2004,UNESCO_UIS Database_Sep2007,Number,101201,
New Zealand,Male,2003,UNESCO_UIS Database_Sep2007,Number,81031,
New Zealand,Male,2002,UNESCO_UIS Database_Sep2007,Number,76256,
New Zealand,Male,2001,UNESCO_UIS Database_Sep2007,Number,73486,
New Zealand,Male,2000,UNESCO_UIS Database_Sep2007,Number,70878,
New Zealand,Male,1999,UNESCO_UIS Database_Sep2007,Number,68575,
Nicaragua,Female,2003,UNESCO_UIS Database_Sep2007,Number,53992,1
Nicaragua,Female,2002,UNESCO_UIS Database_Sep2007,Number,52349,
Nicaragua,Female,2001,UNESCO_UIS Database_Sep2007,Number,50323,1
Nicaragua,Male,2003,UNESCO_UIS Database_Sep2007,Number,49585,
Nicaragua,Male,2002,UNESCO_UIS Database_Sep2007,Number,48014,
Nicaragua,Male,2001,UNESCO_UIS Database_Sep2007,Number,46156,
Niger,Female,2005,UNESCO_UIS Database_Sep2007,Number,3192,
Niger,Female,2004,UNESCO_UIS Database_Sep2007,Number,2406,
Niger,Female,2003,UNESCO_UIS Database_Sep2007,Number,2357,1
Niger,Male,2005,UNESCO_UIS Database_Sep2007,Number,7607,
Niger,Male,2004,UNESCO_UIS Database_Sep2007,Number,6368,
Niger,Male,2003,UNESCO_UIS Database_Sep2007,Number,6239,
Nigeria,Female,2004,UNESCO_UIS Database_Sep2007,Number,445615,
Nigeria,Female,2003,UNESCO_UIS Database_Sep2007,Number,426460,1
Nigeria,Female,1999,UNESCO_UIS Database_Sep2007,Number,302016,
Nigeria,Male,2004,UNESCO_UIS Database_Sep2007,Number,844041,
Nigeria,Male,2003,UNESCO_UIS Database_Sep2007,Number,807759,
Nigeria,Male,1999,UNESCO_UIS Database_Sep2007,Number,397093,
Niue,Female,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Female,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Female,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Female,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Female,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Female,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Female,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Male,2005,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Male,2004,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Male,2003,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Male,2002,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Male,2001,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Male,2000,UNESCO_UIS Database_Sep2007,Number,…,4
Niue,Male,1999,UNESCO_UIS Database_Sep2007,Number,…,4
Norway,Female,2005,UNESCO_UIS Database_Sep2007,Number,127456,
Norway,Female,2004,UNESCO_UIS Database_Sep2007,Number,127417,
Norway,Female,2003,UNESCO_UIS Database_Sep2007,Number,126877,
Norway,Female,2002,UNESCO_UIS Database_Sep2007,Number,117545,
Norway,Female,2001,UNESCO_UIS Database_Sep2007,Number,112603,
Norway,Female,2000,UNESCO_UIS Database_Sep2007,Number,111552,
Norway,Female,1999,UNESCO_UIS Database_Sep2007,Number,107609,
Norway,Male,2005,UNESCO_UIS Database_Sep2007,Number,86484,
Norway,Male,2004,UNESCO_UIS Database_Sep2007,Number,86428,
Norway,Male,2003,UNESCO_UIS Database_Sep2007,Number,85518,
Norway,Male,2002,UNESCO_UIS Database_Sep2007,Number,79519,
Norway,Male,2001,UNESCO_UIS Database_Sep2007,Number,77451,
Norway,Male,2000,UNESCO_UIS Database_Sep2007,Number,79391,
Norway,Male,1999,UNESCO_UIS Database_Sep2007,Number,79873,
Oman,Female,2005,UNESCO_UIS Database_Sep2007,Number,24641,
Oman,Female,2004,UNESCO_UIS Database_Sep2007,Number,21555,
Oman,Female,2003,UNESCO_UIS Database_Sep2007,Number,15290,
Oman,Female,2002,UNESCO_UIS Database_Sep2007,Number,14827,1
Oman,Male,2005,UNESCO_UIS Database_Sep2007,Number,23842,
Oman,Male,2004,UNESCO_UIS Database_Sep2007,Number,20023,
Oman,Male,2003,UNESCO_UIS Database_Sep2007,Number,21536,
Oman,Male,2002,UNESCO_UIS Database_Sep2007,Number,21377,
Pakistan,Female,2005,UNESCO_UIS Database_Sep2007,Number,353251,
Pakistan,Female,2004,UNESCO_UIS Database_Sep2007,Number,222355,
Pakistan,Female,2003,UNESCO_UIS Database_Sep2007,Number,173094,
Pakistan,Female,2002,UNESCO_UIS Database_Sep2007,Number,166379,1
Pakistan,Male,2005,UNESCO_UIS Database_Sep2007,Number,429370,
Pakistan,Male,2004,UNESCO_UIS Database_Sep2007,Number,298311,
Pakistan,Male,2003,UNESCO_UIS Database_Sep2007,Number,227962,
Pakistan,Male,2002,UNESCO_UIS Database_Sep2007,Number,219127,
Palau,Female,2002,UNESCO_UIS Database_Sep2007,Number,307,1
Palau,Female,2001,UNESCO_UIS Database_Sep2007,Number,305,
Palau,Female,2000,UNESCO_UIS Database_Sep2007,Number,412,1
Palau,Male,2002,UNESCO_UIS Database_Sep2007,Number,177,
Palau,Male,2001,UNESCO_UIS Database_Sep2007,Number,175,
Palau,Male,2000,UNESCO_UIS Database_Sep2007,Number,185,
"Palestinian Territory, Occupied",Female,2005,UNESCO_UIS Database_Sep2007,Number,63006,1
"Palestinian Territory, Occupied",Female,2004,UNESCO_UIS Database_Sep2007,Number,60337,
"Palestinian Territory, Occupied",Female,2003,UNESCO_UIS Database_Sep2007,Number,51747,
"Palestinian Territory, Occupied",Female,2002,UNESCO_UIS Database_Sep2007,Number,42612,
"Palestinian Territory, Occupied",Female,2001,UNESCO_UIS Database_Sep2007,Number,38194,
"Palestinian Territory, Occupied",Female,2000,UNESCO_UIS Database_Sep2007,Number,33123,
"Palestinian Territory, Occupied",Female,1999,UNESCO_UIS Database_Sep2007,Number,30201,
"Palestinian Territory, Occupied",Male,2005,UNESCO_UIS Database_Sep2007,Number,64208,
"Palestinian Territory, Occupied",Male,2004,UNESCO_UIS Database_Sep2007,Number,61591,
"Palestinian Territory, Occupied",Male,2003,UNESCO_UIS Database_Sep2007,Number,52820,
"Palestinian Territory, Occupied",Male,2002,UNESCO_UIS Database_Sep2007,Number,46318,
"Palestinian Territory, Occupied",Male,2001,UNESCO_UIS Database_Sep2007,Number,42349,
"Palestinian Territory, Occupied",Male,2000,UNESCO_UIS Database_Sep2007,Number,38084,
"Palestinian Territory, Occupied",Male,1999,UNESCO_UIS Database_Sep2007,Number,36081,
Panama,Female,2005,UNESCO_UIS Database_Sep2007,Number,77200,
Panama,Female,2004,UNESCO_UIS Database_Sep2007,Number,79211,
Panama,Female,2003,UNESCO_UIS Database_Sep2007,Number,78790,
Panama,Female,2002,UNESCO_UIS Database_Sep2007,Number,73073,
Panama,Female,2001,UNESCO_UIS Database_Sep2007,Number,73544,
Panama,Female,2000,UNESCO_UIS Database_Sep2007,Number,73624,
Panama,Female,1999,UNESCO_UIS Database_Sep2007,Number,66055,
Panama,Male,2005,UNESCO_UIS Database_Sep2007,Number,49042,
Panama,Male,2004,UNESCO_UIS Database_Sep2007,Number,49347,
Panama,Male,2003,UNESCO_UIS Database_Sep2007,Number,51236,
Panama,Male,2002,UNESCO_UIS Database_Sep2007,Number,44528,
Panama,Male,2001,UNESCO_UIS Database_Sep2007,Number,44320,
Panama,Male,2000,UNESCO_UIS Database_Sep2007,Number,44878,
Panama,Male,1999,UNESCO_UIS Database_Sep2007,Number,42709,
Papua New Guinea,Female,1999,UNESCO_UIS Database_Sep2007,Number,3498,1
Papua New Guinea,Male,1999,UNESCO_UIS Database_Sep2007,Number,6445,
Paraguay,Female,2004,UNESCO_UIS Database_Sep2007,Number,84333,1
Paraguay,Female,2003,UNESCO_UIS Database_Sep2007,Number,82337,1
Paraguay,Female,2002,UNESCO_UIS Database_Sep2007,Number,84569,1
Paraguay,Female,2001,UNESCO_UIS Database_Sep2007,Number,55274,
Paraguay,Female,2000,UNESCO_UIS Database_Sep2007,Number,47299,
Paraguay,Female,1999,UNESCO_UIS Database_Sep2007,Number,37794,
Paraguay,Male,2004,UNESCO_UIS Database_Sep2007,Number,64787,
Paraguay,Male,2003,UNESCO_UIS Database_Sep2007,Number,61576,
Paraguay,Male,2002,UNESCO_UIS Database_Sep2007,Number,62323,
Paraguay,Male,2001,UNESCO_UIS Database_Sep2007,Number,41324,
Paraguay,Male,2000,UNESCO_UIS Database_Sep2007,Number,35789,
Paraguay,Male,1999,UNESCO_UIS Database_Sep2007,Number,28271,
Peru,Female,2005,UNESCO_UIS Database_Sep2007,Number,454510,1
Peru,Female,2004,UNESCO_UIS Database_Sep2007,Number,447983,1
Peru,Female,2003,UNESCO_UIS Database_Sep2007,Number,429269,1
Peru,Female,2002,UNESCO_UIS Database_Sep2007,Number,424788,1
Peru,Female,2001,UNESCO_UIS Database_Sep2007,Number,401910,1
Peru,Male,2005,UNESCO_UIS Database_Sep2007,Number,454805,
Peru,Male,2004,UNESCO_UIS Database_Sep2007,Number,448518,
Peru,Male,2003,UNESCO_UIS Database_Sep2007,Number,410315,
Peru,Male,2002,UNESCO_UIS Database_Sep2007,Number,406557,
Peru,Male,2001,UNESCO_UIS Database_Sep2007,Number,422085,
Philippines,Female,2005,UNESCO_UIS Database_Sep2007,Number,1302154,
Philippines,Female,2004,UNESCO_UIS Database_Sep2007,Number,1335692,
Philippines,Female,2003,UNESCO_UIS Database_Sep2007,Number,1341325,
Philippines,Female,2002,UNESCO_UIS Database_Sep2007,Number,1370942,
Philippines,Female,1999,UNESCO_UIS Database_Sep2007,Number,1213477,
Philippines,Male,2005,UNESCO_UIS Database_Sep2007,Number,1100495,
Philippines,Male,2004,UNESCO_UIS Database_Sep2007,Number,1085305,
Philippines,Male,2003,UNESCO_UIS Database_Sep2007,Number,1085886,
Philippines,Male,2002,UNESCO_UIS Database_Sep2007,Number,1096325,
Philippines,Male,1999,UNESCO_UIS Database_Sep2007,Number,995158,
Poland,Female,2005,UNESCO_UIS Database_Sep2007,Number,1218072,
Poland,Female,2004,UNESCO_UIS Database_Sep2007,Number,1176520,
Poland,Female,2003,UNESCO_UIS Database_Sep2007,Number,1146643,
Poland,Female,2002,UNESCO_UIS Database_Sep2007,Number,1103711,
Poland,Female,2001,UNESCO_UIS Database_Sep2007,Number,1029892,
Poland,Female,2000,UNESCO_UIS Database_Sep2007,Number,908773,
Poland,Female,1999,UNESCO_UIS Database_Sep2007,Number,797735,
Poland,Male,2005,UNESCO_UIS Database_Sep2007,Number,900009,
Poland,Male,2004,UNESCO_UIS Database_Sep2007,Number,867778,
Poland,Male,2003,UNESCO_UIS Database_Sep2007,Number,836717,
Poland,Male,2002,UNESCO_UIS Database_Sep2007,Number,802557,
Poland,Male,2001,UNESCO_UIS Database_Sep2007,Number,745093,
Poland,Male,2000,UNESCO_UIS Database_Sep2007,Number,670798,
Poland,Male,1999,UNESCO_UIS Database_Sep2007,Number,601355,
Portugal,Female,2005,UNESCO_UIS Database_Sep2007,Number,212053,
Portugal,Female,2004,UNESCO_UIS Database_Sep2007,Number,221496,
Portugal,Female,2003,UNESCO_UIS Database_Sep2007,Number,226860,
Portugal,Female,2002,UNESCO_UIS Database_Sep2007,Number,226113,
Portugal,Female,2001,UNESCO_UIS Database_Sep2007,Number,221042,
Portugal,Female,2000,UNESCO_UIS Database_Sep2007,Number,211221,
